;baseMean;log2FoldChange;lfcSE;pvalue;padj;symbol;entrez
ENSG00000171992;4868.049312;-0.233487374;0.115252692;0.02742906;0.101680781;SYNPO;11346
ENSG00000139618;59.92808344;-0.438961691;0.286290154;0.027452427;0.101746442;BRCA2;675
ENSG00000183814;44.5649396;-0.462692617;0.315722535;0.02749181;0.101871422;LIN9;286826
ENSG00000233247;216.9785586;-0.290772958;0.149563053;0.02757782;0.102169094;NA;NA
ENSG00000165898;180.4325544;0.288501756;0.148559029;0.027595097;0.102212059;ISCA2;122961
ENSG00000167186;276.2014459;-0.255597268;0.127867606;0.027670464;0.102470123;COQ7;10229
ENSG00000119688;574.9087254;-0.222322631;0.108078995;0.027683423;0.102497021;ABCD4;5826
ENSG00000197372;66.88628688;-0.416494085;0.257997673;0.027709817;0.102573637;ZNF675;171392
ENSG00000269396;21.86527314;0.34131718;0.522078923;0.027756174;0.102724105;NA;NA
ENSG00000148396;2643.407471;0.182337385;0.087323054;0.027820348;0.102940437;SEC16A;9919
ENSG00000254506;8.687953562;0.387465468;0.622631815;0.027887817;0.10316887;NA;NA
ENSG00000118197;231.4643334;0.268380261;0.135865951;0.02793051;0.10330557;DDX59;83479
ENSG00000144034;143.1906818;-0.316979322;0.169268102;0.027990296;0.103501668;TPRKB;51002
ENSG00000130787;308.7312423;-0.286582236;0.147450959;0.027995033;0.103501668;HIP1R;9026
ENSG00000105221;2770.924948;-0.178948202;0.084903982;0.028007691;0.103527198;AKT2;208
ENSG00000170962;2608.882952;0.305088174;0.166373938;0.028026021;0.103573675;PDGFD;80310
ENSG00000177875;23.20908201;0.519189253;0.447446389;0.028077418;0.10374231;CCDC184;387856
ENSG00000134343;59.05498762;0.484236778;0.447202557;0.028083658;0.103744064;ANO3;63982
ENSG00000135845;327.4167964;0.261200393;0.131775259;0.028097219;0.103772855;PIGC;5279
ENSG00000160917;321.9543569;-0.252966193;0.126638355;0.028132221;0.103880809;CPSF4;10898
ENSG00000116678;857.3619608;0.323408367;0.176908495;0.028171158;0.103987894;LEPR;3953
ENSG00000168297;1633.011421;-0.256285967;0.128523753;0.028172779;0.103987894;PXK;54899
ENSG00000141552;680.4118263;0.207234615;0.099962063;0.02818841;0.104024251;ANAPC11;51529
ENSG00000136828;103.9555084;-0.347959517;0.193499166;0.028195803;0.104030199;RALGPS1;9649
ENSG00000121310;933.5492041;-0.229388512;0.11266283;0.028244608;0.104188904;ECHDC2;55268
ENSG00000246695;166.9664057;0.326985987;0.17732995;0.02825347;0.104189473;NA;NA
ENSG00000156256;1002.649751;0.186025912;0.088502543;0.028256343;0.104189473;USP16;10600
ENSG00000198130;384.0620368;-0.245269833;0.121805499;0.028273322;0.104210144;HIBCH;26275
ENSG00000126581;965.7005331;0.203513797;0.098471854;0.028273531;0.104210144;BECN1;8678
ENSG00000142453;1265.146051;-0.195945028;0.094111276;0.028307771;0.104314977;CARM1;10498
ENSG00000137842;129.2263989;0.323189412;0.17371183;0.02837034;0.104524141;TMEM62;80021
ENSG00000174876;9.412110413;0.444218447;0.667220329;0.028385739;0.104559464;AMY1B;277
ENSG00000115539;124.0967392;0.327306973;0.177585459;0.028400699;0.104585871;PDCL3;79031
ENSG00000187151;19.42489202;0.407172649;0.586367042;0.028404532;0.104585871;ANGPTL5;253935
ENSG00000261327;31.46345588;-0.501267088;0.470999587;0.028425608;0.104642061;NA;NA
ENSG00000171368;4.69481853;0.266552788;0.465196073;0.02845082;0.104713451;TPPP;11076
ENSG00000115514;361.3894322;0.239631702;0.118808089;0.028516711;0.1049345;TXNDC9;10190
ENSG00000229036;46.74261748;-0.441776577;0.291661462;0.028544145;0.105013975;NA;NA
ENSG00000253476;32.12815246;0.490522862;0.374626654;0.028571934;0.105075405;NA;NA
ENSG00000142208;1974.348093;0.195098865;0.093674414;0.028572522;0.105075405;AKT1;207
ENSG00000267361;21.12639206;0.507074369;0.553738064;0.028596587;0.105142417;NA;NA
ENSG00000262758;143.5262942;0.326983378;0.177357563;0.028607126;0.10515968;NA;NA
ENSG00000236173;1.638378355;-0.096878301;0.329883737;0.028623356;NA;NA;NA
ENSG00000173598;3053.124576;0.456067806;0.328306439;0.02870978;0.105515479;NUDT4;11163
ENSG00000164542;41.35623989;-0.450339022;0.302046727;0.028719083;0.105528116;KIAA0895;23366
ENSG00000124467;36.52271406;-0.492856069;0.371622868;0.02874694;0.105608909;PSG8;440533
ENSG00000214176;655.1020108;0.260149659;0.131853753;0.028754573;0.105615387;NA;NA
ENSG00000136444;442.3003059;-0.251072239;0.126002499;0.028762139;0.105621619;RSAD1;55316
ENSG00000163531;3057.667385;0.235631937;0.117198858;0.028785526;0.105682321;NFASC;23114
ENSG00000161048;328.8486802;-0.254667645;0.128339941;0.028790416;0.105682321;NAPEPLD;222236
ENSG00000124613;121.5637312;-0.350601962;0.197307916;0.028808506;0.10572716;ZNF391;346157
ENSG00000164663;256.6967557;-0.268217342;0.136757793;0.028825384;0.105765595;USP49;25862
ENSG00000261760;30.72509484;-0.482630198;0.525077216;0.028830735;0.105765595;LOC100507334;100507334
ENSG00000137177;4509.392548;0.157320916;0.07439014;0.028974301;0.1062706;KIF13A;63971
ENSG00000110921;89.55941346;-0.370843788;0.215785106;0.029023798;0.106406842;MVK;4598
ENSG00000162598;4.845019049;0.251524468;0.446844694;0.029032204;0.106406842;C1orf87;127795
ENSG00000143353;211.2889783;0.272693266;0.139734266;0.029034791;0.106406842;LYPLAL1;127018
ENSG00000261655;5.954281682;-0.298787667;0.503108966;0.0290351;0.106406842;NA;NA
ENSG00000129534;438.4547115;0.229275925;0.113379698;0.029063936;0.106490831;MIS18BP1;55320
ENSG00000083168;1275.508154;-0.203088614;0.098840121;0.029070013;0.106491411;KAT6A;7994
ENSG00000148225;155.142253;-0.302088274;0.159872583;0.029093523;0.106555842;WDR31;114987
ENSG00000165078;37.66985968;-0.467324465;0.332737367;0.029103586;0.106566413;CPA6;57094
ENSG00000148680;10.12145251;0.362409546;0.579185713;0.029112372;0.106566413;HTR7;3363
ENSG00000087253;836.9003649;-0.193472812;0.093261578;0.029114176;0.106566413;LPCAT2;54947
ENSG00000196437;104.5097973;-0.339648257;0.188758243;0.029134496;0.1066191;ZNF569;148266
ENSG00000071889;724.3379452;0.214557066;0.105253697;0.029159237;0.106687945;FAM3A;60343
ENSG00000171865;374.8454186;0.233938586;0.117128105;0.029177101;0.106731604;RNASEH1;246243
ENSG00000178685;458.4577607;-0.238401505;0.118860037;0.029184;0.106735141;PARP10;84875
ENSG00000101109;837.2771235;-0.207494984;0.101121115;0.02919928;0.106769326;STK4;6789
ENSG00000173992;549.9442428;-0.225580722;0.111429402;0.029211631;0.106792786;CCS;9973
ENSG00000153898;66.7037697;0.438630597;0.295727415;0.029249288;0.106908734;MCOLN2;255231
ENSG00000183530;632.5958584;0.228055938;0.112861574;0.02928661;0.107023273;PRR14L;253143
ENSG00000171951;73.90180835;0.412895497;0.260634544;0.029292521;0.107023273;SCG2;7857
ENSG00000228343;111.2233705;0.334033915;0.184057338;0.02933254;0.107147731;NA;NA
ENSG00000180198;463.8449433;0.244166658;0.122420906;0.029342378;0.107161916;RCC1;1104
ENSG00000228784;7.200681799;-0.305667296;0.510909041;0.029348782;0.107163553;LINC00954;400946
ENSG00000033178;882.3101584;-0.221234956;0.107426996;0.029356962;0.107171672;UBA6;55236
ENSG00000232112;278.4145465;0.27900388;0.144469468;0.02938019;0.107234715;TMA7;51372
ENSG00000235423;46.62068642;-0.449067871;0.307901972;0.02938878;0.107244313;NA;NA
ENSG00000205339;3589.873369;0.158013485;0.075558365;0.02940086;0.10726664;IPO7;10527
ENSG00000068001;420.1124985;-0.224001926;0.109950284;0.029425981;0.107336529;HYAL2;8692
ENSG00000187840;288.4235038;-0.257829594;0.131169642;0.029436732;0.107341091;EIF4EBP1;1978
ENSG00000225830;249.8465353;-0.258544379;0.130375048;0.029439162;0.107341091;ERCC6;2074
ENSG00000228797;14.97751063;0.496936317;0.605022665;0.029509617;0.107576185;NA;NA
ENSG00000265148;7.515141938;-0.379474225;0.605917044;0.029647475;0.108056851;TSPOAP1-AS1;100506779
ENSG00000188060;62.70842211;-0.398830304;0.244353387;0.0296758;0.108138184;RAB42;115273
ENSG00000111237;841.8787825;0.211815164;0.103800139;0.029700611;0.108206681;VPS29;51699
ENSG00000164107;9.255639668;0.311037209;0.510127377;0.029718431;0.108249686;HAND2;9464
ENSG00000019485;185.0112029;0.328835346;0.180680333;0.029741905;0.108313265;PRDM11;56981
ENSG00000230756;302.2126663;0.255700085;0.129956297;0.02977179;0.108400158;NA;NA
ENSG00000174151;461.49539;0.220219452;0.108770068;0.029780682;0.108410599;CYB561D1;284613
ENSG00000129315;676.605353;0.20086547;0.097914491;0.029831782;0.108574652;CCNT1;904
ENSG00000229931;25.14341998;-0.439706159;0.562603711;0.029869622;0.10869039;NA;NA
ENSG00000151287;133.2091089;0.335638404;0.186605769;0.029900911;0.108782245;TEX30;93081
ENSG00000267653;2.052401348;0.116368731;0.338274771;0.029901482;NA;NA;NA
ENSG00000086619;133.5689615;0.316686246;0.172840871;0.029915989;0.108815103;ERO1B;56605
ENSG00000144895;1224.00697;-0.179200474;0.086413056;0.029922317;0.108816123;EIF2A;83939
ENSG00000131725;543.7438376;0.213620349;0.104806356;0.029960577;0.108933243;WDR44;54521
ENSG00000116096;328.2556197;0.237952427;0.118954104;0.029968927;0.10894159;SPR;6697
ENSG00000100417;548.5331594;0.224794396;0.111630092;0.030032088;0.10914914;PMM1;5372
ENSG00000168961;12.31510597;-0.421760789;0.617034794;0.03005558;0.10921246;LGALS9;3965
ENSG00000169258;75.10327515;-0.372811933;0.219411072;0.030116021;0.109409992;GPRIN1;114787
ENSG00000182534;6777.449736;0.151980192;0.079470922;0.030252209;0.109882571;MXRA7;439921
ENSG00000095066;212.0745083;-0.28115219;0.147122389;0.03026749;0.109915886;HOOK2;29911
ENSG00000132386;9636.159412;-0.16337344;0.078433045;0.030279566;0.109937553;SERPINF1;5176
ENSG00000007933;858.9471871;0.221684171;0.109971302;0.030287014;0.109942409;FMO3;2328
ENSG00000085491;837.9401996;0.214006364;0.105468518;0.030333156;0.110087699;SLC25A24;29957
ENSG00000178951;1202.217422;0.204536455;0.099817938;0.030357907;0.110155309;ZBTB7A;51341
ENSG00000181610;337.9379722;0.236648901;0.118615019;0.030376343;0.110199981;MRPS23;51649
ENSG00000181649;75.47371471;0.380202239;0.23060625;0.030421964;0.110343242;PHLDA2;7262
ENSG00000213965;144.6204277;0.304109767;0.16332446;0.030451623;0.110428558;NUDT19;390916
ENSG00000231298;4.32640449;0.258657043;0.456338209;0.030470946;NA;MANCR;100216001
ENSG00000197885;223.1018507;-0.272604926;0.14078981;0.030480532;0.11051112;NKIRAS1;28512
ENSG00000113013;3109.488918;-0.179489099;0.086544431;0.030489672;0.110521988;HSPA9;3313
ENSG00000250539;5.488879951;-0.23795855;0.429254866;0.030498245;0.110530801;NA;NA
ENSG00000204801;216.2334943;-0.28097745;0.147060885;0.030509177;0.110548154;NA;NA
ENSG00000135387;5828.54878;-0.149395903;0.071331211;0.030515785;0.110549836;CAPRIN1;4076
ENSG00000138182;166.7396065;-0.322624582;0.177075796;0.030522562;0.110552129;KIF20B;9585
ENSG00000271153;37.86593557;-0.45389112;0.318078379;0.030545357;0.110612427;NA;NA
ENSG00000110046;781.5666478;0.213556595;0.103916444;0.030558876;0.110639118;ATG2A;23130
ENSG00000128789;763.0649744;0.213443478;0.103542994;0.030577473;0.110684177;PSMG2;56984
ENSG00000144285;38.4516854;0.476549253;0.465429585;0.030619974;0.11081573;SCN1A;6323
ENSG00000241014;112.1425837;-0.331117023;0.182150918;0.030630372;0.110831072;LOC653160;653160
ENSG00000196724;67.10712739;-0.410690123;0.262754888;0.030637452;0.110834402;ZNF418;147686
ENSG00000183765;215.9674999;-0.312362398;0.170254834;0.030659203;0.110890793;CHEK2;11200
ENSG00000198042;276.3715131;0.285854745;0.150746378;0.030697501;0.111006999;MAK16;84549
ENSG00000063245;2295.112078;0.173280193;0.083102078;0.030724161;0.111080868;EPN1;29924
ENSG00000105072;167.7309302;-0.288940767;0.152897874;0.030730275;0.111080868;C19orf44;84167
ENSG00000232480;5.119917899;-0.268577675;0.466969769;0.030768735;0.111179943;TGFB2-AS1;728463
ENSG00000159685;107.0390969;-0.330460981;0.183831158;0.030770041;0.111179943;CHCHD6;84303
ENSG00000198920;481.1200057;-0.216588536;0.1062971;0.030776358;0.111180444;KIAA0753;9851
ENSG00000138030;24.03441931;0.501507896;0.45119526;0.030791512;0.111212859;KHK;3795
ENSG00000184014;3468.296113;0.16087311;0.076969035;0.030826873;0.111318234;DENND5A;23258
ENSG00000019582;44.09171571;-0.439064783;0.297202279;0.030889857;0.111523293;CD74;972
ENSG00000168522;756.0239958;0.218593045;0.108754555;0.030971428;0.111795361;FNTA;2339
ENSG00000261113;22.65070757;0.501724221;0.500231129;0.030979228;0.111799404;NA;NA
ENSG00000111144;1328.10408;-0.18108853;0.087908257;0.03098855;0.111799404;LTA4H;4048
ENSG00000185504;532.5157522;-0.260557184;0.13464977;0.030991187;0.111799404;FAAP100;80233
ENSG00000064961;1097.603717;0.193010181;0.09359564;0.031034354;0.111932684;HMG20B;10362
ENSG00000130312;417.6335218;0.223523554;0.111654147;0.031046772;0.111955033;MRPL34;64981
ENSG00000223496;154.7237878;-0.305524703;0.165362916;0.031067521;0.112007408;EXOSC6;118460
ENSG00000106018;4.263104548;0.252821399;0.448654399;0.031114236;NA;VIPR2;7434
ENSG00000162975;4.50319933;-0.250098369;0.445537893;0.031114255;NA;KCNF1;3754
ENSG00000127328;40.82864726;0.441384969;0.302465907;0.031154821;0.112281193;RAB3IP;117177
ENSG00000163486;1909.517513;-0.183858892;0.088700263;0.031155941;0.112281193;NA;NA
ENSG00000044446;356.6992668;0.240049316;0.121610267;0.031188792;0.112377079;PHKA2;5256
ENSG00000166479;2062.707315;-0.176148165;0.085519304;0.03119978;0.112394164;TMX3;54495
ENSG00000250903;95.03664129;-0.353429526;0.204215124;0.031220652;0.112431905;NA;NA
ENSG00000124177;1472.227676;-0.216872851;0.1078637;0.031222754;0.112431905;CHD6;84181
ENSG00000140025;80.14590894;-0.371966701;0.218934102;0.031245718;0.112483828;EFCAB11;90141
ENSG00000133131;854.0015413;-0.215972603;0.108838973;0.031249675;0.112483828;MORC4;79710
ENSG00000156466;7.121394806;-0.331437991;0.54112147;0.031257674;0.112490117;GDF6;392255
ENSG00000227954;116.0608667;0.344675789;0.197015069;0.031284941;0.112565734;TARID;100507308
ENSG00000244733;34.43783288;0.473054712;0.36441578;0.031295735;0.11258206;NA;NA
ENSG00000203668;293.7904246;0.322874859;0.180364907;0.031305425;0.112594406;CHML;1122
ENSG00000272593;9.138163992;0.467004781;0.656189788;0.031316784;0.11261275;NA;NA
ENSG00000212907;5763.736743;0.176516829;0.085053311;0.031370522;0.112783451;ND4L;4539
ENSG00000063854;354.1930341;0.232423313;0.116816193;0.031398935;0.112863053;HAGH;3029
ENSG00000107282;427.3261914;-0.222396581;0.110243674;0.03146874;0.113091375;APBA1;320
ENSG00000141424;2516.082031;-0.169249991;0.082053759;0.031505074;0.113199342;SLC39A6;25800
ENSG00000154330;2367.310187;-0.170537187;0.082028788;0.031519423;0.113228288;PGM5;5239
ENSG00000168672;8.943685471;-0.364315504;0.575362568;0.031546858;0.113304223;LRATD2;157638
ENSG00000198695;19564.75853;0.21151754;0.103350642;0.03159575;0.113457181;ND6;4541
ENSG00000128581;379.3663213;-0.22839785;0.114719261;0.03160849;0.113480281;IFT22;64792
ENSG00000215114;451.0051377;-0.24729699;0.124402505;0.031636773;0.113549899;UBXN2B;137886
ENSG00000116791;475.4463518;-0.235986842;0.11958148;0.031640502;0.113549899;CRYZ;1429
ENSG00000268034;122.7178721;0.351513179;0.204623074;0.031652256;0.11356517;NA;NA
ENSG00000197355;673.9299058;-0.244669596;0.125531724;0.031658354;0.11356517;UAP1L1;91373
ENSG00000258056;101.4598779;-0.352087501;0.203776802;0.031663691;0.11356517;LOC105369779;105369779
ENSG00000087884;112.5864927;0.35449437;0.20741426;0.031751301;0.113856698;AAMDC;28971
ENSG00000008952;5081.7718;0.163601371;0.078923594;0.03179063;0.113956259;SEC62;7095
ENSG00000196262;9560.750529;0.14833414;0.071175658;0.031795711;0.113956259;PPIA;5478
ENSG00000241481;15.49009513;-0.507228501;0.534111788;0.031802432;0.113956259;NA;NA
ENSG00000149091;1041.725711;-0.235676451;0.119823502;0.031805931;0.113956259;DGKZ;8525
ENSG00000150459;2029.486779;0.170303741;0.081857935;0.031810731;0.113956259;SAP18;10284
ENSG00000114383;337.1573258;0.238857553;0.120939962;0.031821624;0.113972591;TUSC2;11334
ENSG00000156103;29.33966143;-0.485088098;0.392654433;0.03184183;0.114022267;MMP16;4325
ENSG00000219088;2.123140607;0.099709416;0.329498922;0.031850069;NA;NA;NA
ENSG00000101278;28.73395189;0.48148287;0.381187655;0.031865456;0.114084164;NA;NA
ENSG00000163479;2910.803188;-0.157623295;0.075856517;0.031885872;0.114120668;SSR2;6746
ENSG00000178146;66.40112881;0.445821571;0.330644568;0.031888336;0.114120668;NA;NA
ENSG00000162729;371.64183;0.249654232;0.127896499;0.031902364;0.114148168;IGSF8;93185
ENSG00000156860;1074.350734;0.181709756;0.088700723;0.03193194;0.114231276;FBRS;64319
ENSG00000100142;432.8819033;0.22779237;0.115186979;0.031953827;0.114286853;POLR2F;5435
ENSG00000115738;1423.08984;0.231162947;0.117168138;0.031988446;0.114386122;ID2;3398
ENSG00000184162;57.69816332;0.393061579;0.244492537;0.031996694;0.114386122;NR2C2AP;126382
ENSG00000237440;74.12241078;-0.404391671;0.261088033;0.032000652;0.114386122;ZNF737;100129842
ENSG00000253741;9.988238095;-0.424952234;0.626537051;0.032020476;0.114421866;LNCOC1;100288181
ENSG00000169220;75.60634055;-0.367080294;0.218399347;0.032026564;0.114421866;RGS14;10636
ENSG00000232807;82.20903765;0.402137566;0.258986176;0.032035328;0.114421866;NA;NA
ENSG00000169231;664.1827923;-0.230621398;0.116765249;0.032036088;0.114421866;THBS3;7059
ENSG00000137802;575.9948955;0.217550868;0.108625295;0.032043567;0.114425867;MAPKBP1;23005
ENSG00000089723;51.11515799;-0.409169907;0.263509488;0.032084425;0.114549035;OTUB2;78990
ENSG00000128050;1044.288494;-0.226276862;0.113881582;0.032093144;0.114557436;PAICS;10606
ENSG00000130203;2371.820566;-0.230906174;0.11134536;0.032122829;0.114628393;APOE;348
ENSG00000231672;23.38060695;-0.498115062;0.439582075;0.032125763;0.114628393;NA;NA
ENSG00000236166;4.430603086;-0.215486363;0.408685279;0.032144779;NA;NA;NA
ENSG00000108784;1220.825004;0.17250445;0.08390272;0.032207808;0.114864051;NAGLU;4669
ENSG00000111269;1951.541263;0.190796667;0.09363476;0.032213804;0.114864051;CREBL2;1389
ENSG00000196302;35.13596629;-0.468287057;0.367444484;0.032216222;0.114864051;NA;NA
ENSG00000136213;369.6871143;0.265923313;0.138972628;0.032217343;0.114864051;CHST12;55501
ENSG00000112033;1055.556192;0.198498609;0.097580144;0.032267206;0.115019038;PPARD;5467
ENSG00000122707;11499.53788;-0.230896778;0.118414442;0.032311112;0.115152735;RECK;8434
ENSG00000197565;14.07438332;-0.489911361;0.592240372;0.032326502;0.115184768;COL4A6;1288
ENSG00000113387;2208.37879;-0.169238862;0.081487901;0.032403299;0.115435551;SUB1;10923
ENSG00000196205;104449.0676;-0.175501229;0.085781263;0.032436762;0.115531887;NA;NA
ENSG00000204767;49.58183128;-0.448232732;0.330903659;0.032451002;0.115559734;INSYN2B;100131897
ENSG00000204179;4.08041528;-0.211864067;0.405650269;0.032466764;NA;PTPN20;26095
ENSG00000121743;110.0170808;-0.446258072;0.359477444;0.032513973;0.115761068;GJA3;2700
ENSG00000102119;875.7851308;0.199627101;0.098893556;0.032521183;0.115763831;EMD;2010
ENSG00000139668;132.7884765;-0.342412724;0.198414724;0.03253841;0.115802243;WDFY2;115825
ENSG00000188315;146.3431762;0.372296971;0.227992712;0.032565827;0.1158769;C3orf62;375341
ENSG00000126698;1409.244645;-0.174564924;0.08533472;0.03268291;0.116270519;DNAJC8;22826
ENSG00000182175;510.5617333;0.306864863;0.170136336;0.032727508;0.116406161;RGMA;56963
ENSG00000173852;1444.017718;-0.175664224;0.085943736;0.032747029;0.116452576;DPY19L1;23333
ENSG00000225791;236.0734407;0.277090311;0.146890219;0.032794028;0.116596668;TRAM2-AS1;401264
ENSG00000157404;464.1343217;-0.322921019;0.183680145;0.032842793;0.116746983;KIT;3815
ENSG00000213246;528.5510966;0.21925728;0.110574231;0.032859641;0.1167838;SUPT4H1;6827
ENSG00000056097;2983.123985;0.15603431;0.07503551;0.03287352;0.116803648;ZFR;51663
ENSG00000128335;1077.083084;0.233241947;0.119602097;0.032878208;0.116803648;APOL2;23780
ENSG00000163950;723.1594578;0.202554263;0.100743511;0.032887811;0.116805731;SLBP;7884
ENSG00000140950;429.229089;0.229344453;0.116136728;0.032892385;0.116805731;MEAK7;57707
ENSG00000169891;149.7921784;0.355888332;0.211382631;0.032898269;0.116805731;REPS2;9185
ENSG00000227372;1015.498995;-0.194916315;0.095845821;0.032909858;0.116823828;TP73-AS1;57212
ENSG00000179044;15.96298284;-0.487077795;0.544680838;0.032925051;0.116854707;EXOC3L1;283849
ENSG00000178115;191.1783768;-0.284086795;0.151732568;0.032936709;0.116873032;GOLGA8Q;727909
ENSG00000204256;3173.678068;-0.173900052;0.085038254;0.032951382;0.116902046;BRD2;6046
